2014-09-03 14:50:07,714 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.motechproject.ghana.national.tools.RecreateDB] - Recreate DB: START
2014-09-03 14:50:25,162 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [com.mchange.v2.log.MLog] - MLog clients using log4j logging.
2014-09-03 14:50:25,389 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [com.mchange.v2.c3p0.C3P0Registry] - Initializing c3p0-0.9.1 [built 16-January-2007 14:46:42; debug? true; trace: 10]
2014-09-03 14:50:26,902 WARN [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.motechproject.openmrs.Context] - connecting to openmrs instance at jdbc:mysql://localhost:3306/openmrs_test?autoReconnect=true
2014-09-03 14:50:26,906 WARN [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.motechproject.openmrs.Context] - openmrs data folder is  set to /home/liman/Desktop/GHANA-National/ghana-national-tools/target/classes/openmrs-data
2014-09-03 14:50:28,395 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Environment] - Hibernate 3.2.5
2014-09-03 14:50:28,399 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Environment] - hibernate.properties not found
2014-09-03 14:50:28,401 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Environment] - Bytecode provider name : cglib
2014-09-03 14:50:28,404 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Environment] - using JDK 1.4 java.sql.Timestamp handling
2014-09-03 14:50:28,460 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - configuring from url: jar:file:/home/liman/.m2/repository/org/openmrs/api/openmrs-api/1.8.2/openmrs-api-1.8.2.jar!/hibernate.cfg.xml
2014-09-03 14:50:28,591 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ActiveListItem.hbm.xml
2014-09-03 14:50:28,680 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.activelist.ActiveListItem -> active_list
2014-09-03 14:50:28,741 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ActiveListType.hbm.xml
2014-09-03 14:50:28,777 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.activelist.ActiveListType -> active_list_type
2014-09-03 14:50:28,779 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ActiveListAllergy.hbm.xml
2014-09-03 14:50:28,879 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping joined-subclass: org.openmrs.activelist.Allergy -> active_list_allergy
2014-09-03 14:50:28,880 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ActiveListProblem.hbm.xml
2014-09-03 14:50:28,916 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping joined-subclass: org.openmrs.activelist.Problem -> active_list_problem
2014-09-03 14:50:28,916 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/Concept.hbm.xml
2014-09-03 14:50:28,964 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.Concept -> concept
2014-09-03 14:50:28,968 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping joined-subclass: org.openmrs.ConceptNumeric -> concept_numeric
2014-09-03 14:50:28,969 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping joined-subclass: org.openmrs.ConceptComplex -> concept_complex
2014-09-03 14:50:28,969 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ConceptAnswer.hbm.xml
2014-09-03 14:50:29,010 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.ConceptAnswer -> concept_answer
2014-09-03 14:50:29,011 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ConceptDescription.hbm.xml
2014-09-03 14:50:29,052 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.ConceptDescription -> concept_description
2014-09-03 14:50:29,054 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ConceptName.hbm.xml
2014-09-03 14:50:29,101 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.ConceptName -> concept_name
2014-09-03 14:50:29,103 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping collection: org.openmrs.ConceptName.tags -> concept_name_tag_map
2014-09-03 14:50:29,104 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ConceptNameTag.hbm.xml
2014-09-03 14:50:29,148 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.ConceptNameTag -> concept_name_tag
2014-09-03 14:50:29,150 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ConceptClass.hbm.xml
2014-09-03 14:50:29,196 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.ConceptClass -> concept_class
2014-09-03 14:50:29,198 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ConceptDatatype.hbm.xml
2014-09-03 14:50:29,244 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.ConceptDatatype -> concept_datatype
2014-09-03 14:50:29,246 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ConceptProposal.hbm.xml
2014-09-03 14:50:29,294 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.ConceptProposal -> concept_proposal
2014-09-03 14:50:29,296 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ConceptStateConversion.hbm.xml
2014-09-03 14:50:29,342 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.ConceptStateConversion -> concept_state_conversion
2014-09-03 14:50:29,343 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ConceptSet.hbm.xml
2014-09-03 14:50:29,387 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.ConceptSet -> concept_set
2014-09-03 14:50:29,389 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ConceptMap.hbm.xml
2014-09-03 14:50:29,434 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.ConceptMap -> concept_map
2014-09-03 14:50:29,436 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ConceptWord.hbm.xml
2014-09-03 14:50:29,482 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.ConceptWord -> concept_word
2014-09-03 14:50:29,483 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ConceptSource.hbm.xml
2014-09-03 14:50:29,530 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.ConceptSource -> concept_source
2014-09-03 14:50:29,532 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ConceptSetDerived.hbm.xml
2014-09-03 14:50:29,577 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.ConceptSetDerived -> concept_set_derived
2014-09-03 14:50:29,579 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/Drug.hbm.xml
2014-09-03 14:50:29,614 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.Drug -> drug
2014-09-03 14:50:29,617 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/DrugIngredient.hbm.xml
2014-09-03 14:50:29,642 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.DrugIngredient -> drug_ingredient
2014-09-03 14:50:29,643 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/Field.hbm.xml
2014-09-03 14:50:29,670 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.Field -> field
2014-09-03 14:50:29,673 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/FieldAnswer.hbm.xml
2014-09-03 14:50:29,696 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.FieldAnswer -> field_answer
